word,frequency
accorderont,0.2
accostaient,0.14
accosterons,0.0
accotements,0.34
accoucheras,0.0
accoucheurs,0.14
accoucheuse,0.2
accoudaient,0.27
accouderent,0.27
accouraient,1.49
accoururent,0.74
accoutumais,0.07
accoutumait,0.2
accoutumant,0.14
accoutumees,0.41000000000000003
accoutument,0.2
accreditait,0.07
accreditant,0.07
accrochages,0.61
accrocherai,0.14
accrocherez,0.0
accrocheurs,0.14
accrocheuse,0.0
accrochions,0.47
accroissait,0.95
accroissant,0.14
accroissent,0.27
accroitrait,0.0
accroitront,0.07
accroupisse,0.07
accueillais,0.34
accueillait,5.88
accueillant,3.17
accueillent,1.76
accueillera,0.47
accueillies,0.61
accueillons,0.07
accumulerez,0.0
accusateurs,1.28
accusations,3.11
accusatoire,0.0
accusatrice,0.14
accuserions,0.07
acellulaire,0.0
achalandage,0.07
achalandees,0.07
acharnaient,1.62
acharnement,8.11
acharnerait,0.0
acharnerent,0.34
acheminames,0.07
achetassent,0.07
acheterions,0.07
achevements,0.07
achoppaient,0.07
achoppement,0.14
acidocetose,0.0
acoustiques,0.07
acqueraient,0.2
acquiescais,0.34
acquiescait,1.15
acquiescant,0.2
acquiescent,0.07
acquiescons,0.07
acquisition,2.84
acquitterai,0.07
acquitterez,0.07
acquittions,0.07
acrimonieux,0.0
acrobatique,0.61
acrocephale,0.07
actionnaire,0.27
activations,0.0
actualisees,0.07
acuponcteur,0.0
acuponcture,0.0
acupuncteur,0.07
acupuncture,0.41
adaptateurs,0.0
adaptations,0.2
additionnee,0.2
additionnel,0.2
additionner,0.41
additionnes,0.2
additionnez,0.0
adenopathie,0.0
adjoindront,0.07
adjurations,0.14
admettaient,1.01
administrai,0.07
administrat,0.07
administree,1.83
administrer,2.84
administres,0.55
administrez,0.07
admirateurs,2.98
admirations,0.41
admiratives,0.61
admiratrice,0.27
admissibles,0.07
admonestait,0.07
admonitions,0.07
adolescence,13.72
adolescente,9.870000000000001
adolescents,7.7
adoratrices,0.07
adoreraient,0.0
adoucissait,1.35
adoucissant,0.41000000000000003
adoucissent,0.34
adoucisseur,0.0
adrenalines,0.0
adressaient,3.04
adresserais,0.2
adresserait,0.81
adresserent,0.34
adresserons,0.07
adresseront,0.07
adriatiques,0.07
adroitement,1.96
adversaires,9.19
adviendrait,0.68
aeronavales,0.07
aeroportees,0.0
aeropostale,0.0
aerospatial,0.0
affabilites,0.07
affablement,0.2
affacturage,0.0
affadissait,0.34
affadissant,0.07
affaiblisse,0.0
affairaient,2.43
affairement,0.34
affairerent,0.2
affairistes,0.07
affaissions,0.07
affectaient,1.62
affectation,5.0
affecterait,0.0
affecterent,0.61
affecteriez,0.0
affecteront,0.0
affectionne,1.08
affectivite,0.41
affectueuse,5.41
affichaient,1.35
afficherait,0.14
afficherent,0.2
affichettes,0.27
affichistes,0.07
affiliaient,0.07
affiliation,0.14
affirmaient,2.36
affirmatifs,0.14
affirmation,4.66
affirmative,1.02
affirmerait,0.14
affirmerent,0.81
affirmeriez,0.0
affirmeront,0.07
afflictions,0.27
affligeante,0.68
affligeants,0.14
affligerent,0.07
affouillait,0.07
affranchies,0.48000000000000004
affretement,0.0
affreterons,0.07
affriolante,0.07
affriolants,0.0
affronterai,0.0
affronteras,0.0
affronterez,0.0
affrontions,0.14
affublement,0.14
affublerais,0.07
affublerait,0.14
aficionados,0.47
africanisme,0.0
agencements,0.2
agenouillai,0.47
agenouillat,0.07
agenouillee,2.77
agenouiller,3.72
agenouilles,1.96
agenouillez,0.0
agglomerant,0.07
agglomerees,0.27
agglomerent,0.41
agglomerera,0.07
agglutinait,0.34
agglutinant,0.41
agglutinees,0.88
agglutinent,1.01
aggravaient,0.68
aggravantes,0.2
aggravation,0.74
aggraverait,0.0
aggraverent,0.14
aggraveriez,0.07
agissements,0.95
agnostiques,0.14
agonisaient,0.34
agonisantes,0.27
agoraphobes,0.07
agoraphobie,0.07
agrandirait,0.0
agrandirent,0.61
agrandiront,0.0
agrandissez,0.14
agregeaient,0.07
agrementait,0.61
agrementant,0.2
agrementees,0.68
agrementent,0.14
agressaient,0.07
agresserait,0.0
agressivite,4.86
agriculteur,0.54
agriculture,2.77
agrippaient,1.08
agrippement,0.07
agripperent,0.41
agronomique,0.07
aguardiente,0.0
aguichantes,0.2
aguicheuses,0.14
ahurissante,0.61
ahurissants,0.27
aigrelettes,0.27
aiguillages,0.74
aiguilleurs,0.07
aiguillonne,0.41000000000000003
aiguisaient,0.34
aiguiserent,0.2
aimablement,3.85
aimantaient,0.14
aimantation,0.47
ajournement,0.07
ajoutassent,0.07
ajustements,0.27
alabandines,0.07
alambiquees,0.07
albanophone,0.0
albumineuse,0.14
alcaliniser,0.0
alchimiques,0.34
alchimistes,0.68
alcooliques,1.22
alcoolisees,0.8200000000000001
alemaniques,0.07
alenconnais,0.07
alexandrine,0.07
alexandrins,1.56
alexithymie,0.0
algebriques,0.27
algebristes,0.07
algeriennes,0.81
algonquines,0.07
algorithmes,0.0
alignements,1.01
alimentaire,2.57
allaitantes,0.07
allaitement,0.14
allaiterait,0.07
allechantes,0.41
allecherait,0.07
allegations,0.47
allegeaient,0.2
allegeances,0.07
allegements,0.07
allegorique,0.68
allegrement,4.8
allegresses,0.07
alleguaient,0.2
allergiques,0.14
alliteratif,0.0
allocations,1.22
allocutions,1.01
allongeames,0.2
allongement,0.68
allongerais,0.2
allongerait,0.47
allongerent,0.88
alourdirent,0.2
alpaguerait,0.07
alphabetise,0.0
alsaciennes,0.27
alterations,0.54
altercation,1.42
alternaient,1.76
alternances,0.95
alternateur,0.0
alternatifs,0.07
alternative,2.5
alternerent,0.07
altierement,0.07
alunissages,0.0
amadouaient,0.07
amalfitaine,0.07
amateurisme,0.34
amazonienne,0.0
ambassadeur,26.15
ambitieuses,0.4
ambitionner,0.14
ambitionnez,0.07
ambivalence,0.34
ambivalente,0.07
ambulancier,0.61
ambulatoire,0.07
ameliorable,0.07
amenagement,1.82
amenagerait,0.07
amenagerent,0.14
amendements,0.54
ameneraient,0.41
americaines,13.110000000000001
americanise,0.0
americanite,0.07
amerindiens,0.0
amerrissage,0.0
ameublement,0.88
amicalement,4.12
amincissait,0.2
amincissant,0.41000000000000003
amincissent,0.34
aminoacides,0.0
ammoniacale,0.41
ammoniacaux,0.07
ammoniaquee,0.07
ammonitrate,0.14
amnistiable,0.07
amnistiante,0.07
amollissait,0.27
amollissant,0.21000000000000002
amollissent,0.27
amoncellent,0.34
amontillado,0.14
amortissait,0.34
amortissant,0.27
amortissent,0.07
amortisseur,0.0
amourachent,0.0
amourachera,0.07
amperemetre,0.0
amphetamine,0.14
amphigouris,0.0
amputations,0.34
amuseraient,0.41
anabaptiste,0.34
anabolisant,0.0
anachoretes,0.07
analgesique,0.0
analogiques,0.07
analphabete,1.35
analysaient,0.14
analyserait,0.0
analyserent,0.07
analyserons,0.0
analyseront,0.07
anamorphose,0.27
anaphylaxie,0.0
anarchiques,0.07
anarchisant,0.0
anarchistes,2.98
anastomoses,0.07
anatomiques,0.54
anatomistes,0.07
ancestrales,1.35
ancillaires,0.54
andouillers,1.08
aneantirait,0.07
aneantirent,0.14
aneantiriez,0.0
aneantirons,0.0
aneantiront,0.0
aneantissez,0.0
anecdotique,0.61
anesthesiee,0.54
anesthesier,0.07
anesthesies,0.27
anesthesiez,0.0
anglicismes,0.07
anglophobes,0.07
anglophobie,0.07
anglophones,0.07
angoissante,1.42
angoissants,0.54
anguillules,0.07
anhelations,0.07
animalement,0.27
animalieres,0.07
animalisait,0.07
animatrices,0.07
animeraient,0.14
annihilante,0.07
annoncaient,5.14
annoncerais,0.0
annoncerait,0.54
annoncerent,1.15
annoncerons,0.07
annonceront,0.07
annotations,0.74
annulations,0.14
anoblissait,0.07
anoblissant,0.07
anonnements,0.07
anonymement,0.14
anorexiques,0.07
antagonique,0.0
antagonisme,1.15
antagoniste,0.47000000000000003
antalgiques,0.0
antarctique,0.0
antecedents,0.68
antechrists,0.0
anterieures,1.69
anterograde,0.07
anthologies,0.14
anthracites,0.07
anthropoide,0.07
antiaeriens,0.34
antiblocage,0.07
antichambre,7.84
anticyclone,0.07
antidouleur,0.0
antigravite,0.0
antillaises,0.27
antilogique,0.0
antimatiere,0.14
antimissile,0.0
antinaturel,0.07
antinomique,0.14
antioxydant,0.0
antipathies,0.14
antipodaire,0.07
antipodiste,0.07
antipoisons,0.07
antiprotons,0.0
antiquaille,0.14
antiquaires,3.45
antirabique,0.07
antiracisme,0.0
antirouille,0.0
antisemites,1.22
antiskating,0.07
antisociale,0.0
antisociaux,0.0
antisolaire,0.07
antisportif,0.0
antitoxique,0.0
apaisements,0.54
apercevions,1.08
apercevrais,0.34
apercevrait,1.22
apercevrons,0.14
apercevront,0.47
apercoivent,1.62
apercussent,0.07
apiculteurs,0.0
apicultrice,0.0
apitoiement,0.61
apitoierait,0.07
apitoyaient,0.14
apitoyerent,0.07
aplanissait,0.47
aplanissant,0.14
aplanissons,0.07
aplatissais,0.14
aplatissait,0.81
aplatissant,0.95
aplatissent,0.54
apocalypses,0.34
apodictique,0.07
apolitiques,0.14
apologistes,0.07
aponevroses,0.07
apophtegmes,0.2
apostolique,1.89
apostrophee,0.2
apostropher,0.27
apostrophes,0.6799999999999999
apothicaire,1.15
apparaissez,0.27
apparaitrai,0.07
apparaitras,0.07
apparaitrez,0.07
apparatchik,0.27
appareiller,0.81
appareilles,0.2
appareillez,0.0
apparemment,29.53
apparentait,0.74
apparentant,0.27
apparentent,0.41
appariteurs,0.27
apparitions,3.99
appartement,86.01
appartenais,1.96
appartenait,24.19
appartenant,5.74
apparteniez,0.14
appartenons,0.81
appartenues,0.0
appartienne,0.74
apparussent,0.14
appellation,2.43
appellerais,0.61
appellerait,3.85
appelleriez,0.2
appellerons,0.54
appelleront,0.47
appendicite,1.08
appesanties,0.14
appetissant,0.88
applaudimes,0.07
applaudirai,0.0
applaudirez,0.07
applaudisse,0.0
applicables,0.41
applicateur,0.0
application,15.34
appliquasse,0.07
appliquerai,0.14
appliqueras,0.07
appliquerez,0.0
appliquions,0.07
appontement,0.47
apportaient,5.61
apporterais,0.14
apporterait,2.09
apporterent,1.42
apporteriez,0.07
apporterons,0.0
apporteront,0.07
appreciable,2.91
apprecierai,0.0
apprecieras,0.0
apprecierez,0.14
appreciions,0.07
apprehendai,0.07
apprehendee,0.07
apprehender,0.95
apprehendes,0.14
apprehendez,0.07
apprehensif,0.0
apprenaient,2.43
apprendrais,1.28
apprendrait,3.78
apprendriez,0.27
apprendrons,0.68
apprendront,1.08
appretaient,2.84
appreterait,0.14
appreterent,0.14
apprivoisee,1.15
apprivoiser,5.14
apprivoises,0.34
apprivoisez,0.07
approbateur,1.08
approbation,9.19
approchames,0.34
approchants,0.14
approcherai,0.0
approcheras,0.0
approcherez,0.2
approchions,1.76
approfondie,1.55
approfondir,3.58
approfondis,0.14
approfondit,1.02
appropriait,0.2
appropriant,0.14
appropriees,0.54
approprient,0.07
approuvames,0.07
approuverai,0.0
approuveras,0.07
approuvions,0.2
aquaculture,0.0
aquarellait,0.07
arachneenne,0.27
arachnoides,0.07
araucaniens,0.14
arbaletrier,0.14
arbitraires,1.28
arborescent,0.0
arbrisseaux,0.95
archeologie,1.69
archeologue,2.64
archetypale,0.0
archetypaux,0.0
archeveches,0.07
archeveques,0.47
archicomble,0.07
archidiacre,0.07
archinulles,0.07
archipretre,0.95
architectes,2.77
archivistes,0.34
archivoltes,0.27
argenteries,0.07
argumentait,0.2
argumentant,0.0
argumentent,0.0
aristarques,0.07
aristocrate,2.43
aristoloche,0.07
arlesiennes,0.07
armeniennes,0.07
armoricaine,0.2
aromatiques,0.54
aromatisees,0.14
arpentaient,0.47
arpenterent,0.07
arpenteront,0.0
arquebusade,0.14
arrachaient,2.16
arrachement,2.64
arracherais,0.2
arracherait,1.01
arracherent,0.88
arracherons,0.07
arracheront,0.14
arracheuses,0.07
arraisonner,0.07
arraisonnes,0.14
arrangeante,0.07
arrangeants,0.07
arrangement,5.81
arrangerais,0.34
arrangerait,3.31
arrangerent,0.34
arrangerons,0.47
arrangeront,0.41
arrestation,8.58
arretassent,0.2
arreterions,0.07
arrieration,0.27
arrivassent,0.07
arriverions,0.27
arrogamment,0.47
arrogeaient,0.07
arrondirait,0.07
arrondirent,0.2
arsenicales,0.07
arterielles,0.0
arthritique,0.34
arthropodes,0.07
arthurienne,0.07
articulaire,0.0
artificiels,1.69
artificiers,0.68
artisanales,0.27
artistement,0.81
artistiques,3.24
ascendances,0.34
ascendantes,0.27
ascensionne,0.07
aspecifique,0.0
aspergerait,0.14
aspergerent,0.2
aspergillus,0.0
asphyxiante,0.34
asphyxiants,0.27
aspidistras,0.34
aspirateurs,0.34
aspirations,3.24
assagissant,0.0
assaillante,0.0
assaillants,2.98
assainirait,0.07
assaisonnee,0.14
assaisonner,0.61
assaisonnes,0.27
assassinais,0.0
assassinait,0.47
assassinant,0.27
assassinats,2.43
assassinees,0.41000000000000003
assassinent,0.2
assassinera,0.0
assassinons,0.0
assechaient,0.07
assechement,0.47
assecherait,0.07
assemblages,1.01
assemblerez,0.0
assembleurs,0.07
assentiment,3.38
assermentee,0.07
assermenter,0.0
assermentes,0.2
assermentez,0.0
asservirait,0.07
asserviront,0.07
assiegeants,0.74
assignation,0.2
assignement,0.0
assignerait,0.07
assignerons,0.0
assigneront,0.07
assimilable,0.41
assistaient,1.49
assistances,0.07
assistantes,0.95
assisterais,0.07
assisterait,0.34
assisterent,0.54
assisteriez,0.0
assisterons,0.27
assisteront,0.0
associaient,0.27
associatifs,0.0
association,8.65
associative,0.07
associerais,0.07
associerait,0.14
associerent,0.07
associeront,0.07
assoiraient,0.07
assommaient,0.34
assommantes,0.81
assommerais,0.14
assommerait,0.07
assomptions,0.07
assortiment,2.16
assortirais,0.0
assoupirais,0.07
assourdiras,0.07
assouvirait,0.07
assouvirent,0.0
assujetties,0.27
assumerions,0.0
assurassent,0.07
assyriennes,0.07
asterisques,0.07
asthmatique,1.96
asticotages,0.07
astiquaient,0.07
astiquerons,0.07
astreignais,0.2
astreignait,1.01
astreignant,0.34
astringente,0.2
astrochimie,0.0
astrolatres,0.07
astrologues,0.61
astrometrie,0.0
astronautes,0.27
astucieuses,0.27
asymetrique,0.47
atelectasie,0.0
atheniennes,0.27
athletiques,0.41
atlantiques,0.27
atmospheres,0.54
atrabilaire,0.14
attablaient,0.27
attablerent,0.2
attachaient,2.09
attachement,9.59
attacherais,0.07
attacherait,0.41
attacherent,0.54
attacheront,0.14
attaquaient,2.84
attaquerais,0.14
attaquerait,0.41
attaquerent,1.08
attaqueriez,0.0
attaquerons,0.07
attaqueront,0.34
attardaient,1.82
attardement,0.07
attarderait,0.07
attarderent,0.81
attarderont,0.07
atteignable,0.0
atteignimes,0.95
atteignions,0.34
atteindrais,0.41
atteindrait,1.08
atteindrons,0.14
atteindront,0.2
attellerais,0.07
attendaient,32.77
attendirent,2.97
attendrions,0.2
attendriras,0.0
attendrisse,0.14
attenterait,0.07
attentionne,0.41000000000000003
attentistes,0.07
attenuaient,0.68
attenuantes,1.82
attenuateur,0.0
attenuation,0.0
attenuerent,0.07
atterraient,0.07
atterrerent,0.14
atterrirais,0.07
atterrirent,0.14
atterrirons,0.0
atterrisses,0.0
atterrissez,0.0
attestaient,0.47
attestation,0.14
attesterent,0.07
attracteurs,0.0
attractions,1.89
attrapaient,0.68
attraperais,0.07
attraperait,0.2
attraperent,0.14
attraperiez,0.0
attraperons,0.0
attraperont,0.2
attrayantes,0.14
attribuable,0.0
attribuames,0.07
attribuions,0.07
attribution,2.23
attristante,0.14
aubergistes,0.34
audacieuses,0.81
audienciers,0.07
audiogramme,0.0
audiometrie,0.0
audiovisuel,0.21000000000000002
auditionnee,0.0
auditionner,0.14
auditionnes,0.0
auditionnez,0.0
auditoriums,0.14
augmenterai,0.07
augmenteras,0.0
augmenterez,0.07
augmentions,0.07
augustinien,0.07
aureolaient,0.27
aureomycine,0.07
auriculaire,0.95
austerement,0.14
australiens,0.75
autarciques,0.07
authentifie,0.2
authentique,8.51
autocensure,0.34
autochtones,2.0300000000000002
autocollant,0.14
autocuiseur,0.0
autodefense,0.47
autodetruit,0.0
autodidacte,1.08
autogestion,0.2
autographes,0.88
autographie,0.0
autoguidage,0.0
automatique,5.94
automatisee,0.0
automatises,0.0
automatisme,1.08
automobiles,8.11
automoteurs,0.14
automotrice,0.14
automutiler,0.0
autonomique,0.0
autoplastie,0.0
autoproduit,0.07
autoriserai,0.0
autoriserez,0.0
autorisions,0.07
autoritaire,3.58
autostrades,0.07
autrichiens,7.909999999999999
auvergnates,0.27
auxiliaires,2.9799999999999995
avachissait,0.07
avachissent,0.0
avaleraient,0.0
avancements,0.2
avantageais,0.07
avantageait,0.2
avantageant,0.07
avantageuse,1.01
avaricieuse,0.14
aventurerai,0.07
aventureuse,1.49
aventuriere,1.02
aventuriers,3.04
aventurines,0.07
aventurions,0.14
avereraient,0.14
avertissais,0.27
avertissait,2.03
avertissant,0.54
avertissent,0.41
avertisseur,1.2200000000000002
avertissiez,0.0
avertissons,0.14
aveuglaient,0.74
aveuglantes,0.34
aveuglement,7.699999999999999
aveuglerait,0.07
aveuglerent,0.07
avignonnais,0.07
avilissante,0.2
avilissants,0.2
avionnettes,0.07
aviseraient,0.07
avitaminose,0.07
avoisinante,0.14
avoisinants,0.54
avortements,0.54
avoueraient,0.2
avunculaire,0.14
azoospermie,0.0
babillaient,0.34
babouvistes,0.14
babyloniens,0.28
bacchanales,0.14
bachotaient,0.07
bacillaires,0.14
bactericide,0.0
bacteriemie,0.0
bacterienne,0.0
badaudaient,0.07
badauderies,0.14
badigeonnee,0.41
badigeonner,0.27
badigeonnes,0.81
badigoinces,0.2
bafouillage,0.27
bafouillais,0.2
bafouillait,1.15
bafouillant,1.3499999999999999
bafouillent,0.27
bafouilleur,0.0
bagarraient,0.27
bagarrerais,0.0
bagarrerait,0.0
bagarreuses,0.0
bagottaient,0.07
baguenauder,0.61
baillements,1.08
baillonnait,0.54
baillonnant,0.14
baillonnent,0.07
baillonnera,0.0
baillonnons,0.0
baionnettes,2.77
baiseraient,0.07
baisouiller,0.14
balafraient,0.14
balancaient,3.51
balancelles,0.07
balancement,4.93
balancerais,0.2
balancerait,0.07
balancerent,0.47
balanceriez,0.0
balanceront,0.0
balancoires,1.22
balanstique,0.2
balbutiante,0.54
baleinieres,0.07
balistiques,0.07
balkaniques,0.68
ballonnante,0.14
ballonnants,0.07
ballottages,0.14
ballottines,0.07
balluchonne,0.07
balourdises,0.07
balsamiques,0.07
baluchonner,0.2
balustrades,1.08
balzacienne,0.14
bambocheurs,0.14
bandelettes,1.08
banderaient,0.07
banderilles,0.47
bandotheque,0.0
bandouliere,4.19
banlieusard,0.81
banqueroute,0.68
baptisaient,0.34
baptiserait,0.14
baptiserent,0.07
baptiseront,0.07
baptismales,0.07
baragouiner,0.2
baragouines,0.0
baragouinez,0.0
baraquement,1.01
baratineurs,0.07
baratineuse,0.0
barbarement,0.14
barbaresque,0.48
barbarismes,0.2
barbichette,0.81
barbotaient,0.14
barboterais,0.07
barboterait,0.07
barboteuses,0.21000000000000002
barbouillai,0.07
barbouillee,1.08
barbouiller,1.15
barbouilles,1.09
barbouillis,0.07
bariolaient,0.07
barreaudees,0.07
barricadait,0.54
barricadees,0.47
barricadent,0.41
barricadier,0.07
barricadons,0.0
bartavelles,1.08
barytonnant,0.07
basculaient,0.74
basculement,0.14
basculerais,0.0
basculerait,0.14
basculerent,0.34
basculeront,0.07
basketteurs,0.07
basketteuse,0.0
bassinaient,0.07
bassinoires,0.07
bastingages,0.2
bastonnades,0.07
bastonneurs,0.0
bastringues,0.07
batailleurs,0.47
batailleuse,0.2
bathyscaphe,0.0
bathysphere,0.0
batifolages,0.07
batifoleurs,0.14
batissaient,0.2
batracienne,0.07
bavardaient,2.23
bavarderait,0.07
bavarderent,0.47
bavarderons,0.07
bavassaient,0.07
beauceronne,0.47
becquetance,0.07
bedonnantes,0.2
begaiements,0.74
begueulerie,0.07
bellicistes,0.14
belligerant,0.14
belliqueuse,0.81
benedicites,0.07
benedictine,0.6699999999999999
benedictins,0.28
benediction,7.43
beneficiais,0.34
beneficiait,1.28
beneficiant,0.47
beneficient,0.47
beneficiera,0.14
beneficions,0.07
benevolence,0.07
benignement,0.07
benissaient,0.27
benoitement,0.81
berlinoises,0.21000000000000002
bernardines,0.54
berrichonne,0.27
bersagliers,0.07
berullienne,0.07
besognaient,0.14
besognerent,0.2
besogneuses,0.2
bestialites,0.07
betailleres,0.07
betifiaient,0.14
betonnaient,0.0
betonneuses,0.27
betonnieres,0.07
betteravier,0.07
beuglements,0.88
biaisements,0.07
biberonnait,0.2
bibliophile,0.27
bicarbonate,0.27
bichonnerai,0.0
bicyclettes,5.0
bidonnaient,0.07
bidonvilles,0.74
bidouillage,0.0
bienfaisant,1.08
bienfaiteur,1.62
bienheureux,4.93
bienseances,0.14
bienseantes,0.07
bifurcation,0.41
bijouteries,0.41
bilharziose,0.2
bilinguisme,0.07
billetterie,0.0
billevesees,0.47
bimensuelle,0.07
binoculaire,0.07
biochimique,0.14
biochimiste,0.0
biographies,1.15
biologiques,0.68
biologistes,0.0
biomedicale,0.0
biomedicaux,0.0
biometrique,0.0
biophysique,0.0
biscuiterie,0.68
bisexualite,0.07
bisexuelles,0.0
bismarckien,0.07
bissextiles,0.41
bistouriser,0.07
bistrotiere,0.07
bistrotiers,0.07
bistrouille,0.2
bitumineuse,0.07
bivouaquait,0.14
bivouaquent,0.2
bivouaquons,0.0
bizarrement,11.82
bizarreries,1.55
bizarroides,0.14
blablateurs,0.07
blackbouler,0.07
blanchatres,2.57
blanchement,0.07
blanchiment,0.0
blanchirait,0.14
blanchirent,0.14
blanchiront,0.07
blanchisses,0.0
blanchissez,0.0
blanchoyait,0.07
blanchoyant,0.07
blanquettes,0.14
blasphemais,0.07
blasphemait,0.0
blasphemant,0.07
blasphement,0.07
blemissante,0.07
blettissait,0.07
bleuissante,0.14
bleusailles,0.0
blondinette,0.2
blondissait,0.2
blottissais,0.14
blottissait,0.47
blottissant,0.2
blottissent,0.14
bodhisattva,0.0
bohemiennes,0.14
boiteraient,0.07
bolchevique,0.74
bolchevisme,1.08
bolcheviste,0.07
bolognaises,0.07
bombardames,0.07
bombarderai,0.0
bombardiers,2.64
bombardions,0.0
bombinettes,0.14
bonassement,0.07
bonbonniere,1.08
bondieusard,0.0
bondissante,0.95
bondissants,0.27
bonifiaient,0.07
bonifierait,0.07
bonimentait,0.07
bonimenteur,0.14
bonneteries,0.07
bootleggers,0.07
borborygmes,1.49
bordelaises,0.2
bordelieres,0.07
bordeliques,0.07
borneraient,0.07
bosselaient,0.34
bostonienne,0.14
bouchardant,0.07
bouchonnait,0.07
bouchonnant,0.07
bouchoteurs,0.07
bouddhiques,0.07
bouddhistes,0.74
boudinaient,0.07
bouffetance,0.14
bouffissure,0.27
bouffonnait,0.14
bouffonnant,0.21000000000000002
bougeassent,0.07
bougeraient,0.2
bouillaient,0.2
bouillantes,0.47
bouillirons,0.0
bouilloires,0.41
bouillonnee,0.07
bouillonner,0.68
bouillonnes,0.27
bouillottes,0.14
boulangeres,0.14
boulangerie,7.57
boulangisme,0.07
bouledogues,0.14
bouleversee,5.33
bouleverser,3.92
bouleverses,1.49
boulimiques,0.14
boulingrins,0.27
boulonnerie,0.07
bouquetiere,0.34
bouquiniste,0.95
bourdonnais,0.07
bourdonnait,2.23
bourdonnant,1.28
bourdonnent,1.49
bourgeoises,5.8100000000000005
bourgeoisie,10.14
bourgeonner,0.34
bourgmestre,1.35
bourguignon,2.9099999999999997
bourlinguer,0.07
bourrasques,2.09
bourratives,0.07
bourreliers,0.07
bourriquait,0.07
bourriquets,0.07
boursouflee,1.56
boursoufler,0.2
boursoufles,1.08
bousculades,0.95
bousillages,0.07
bousillerai,0.0
bousilleras,0.0
bouteillons,0.2
boutiquiere,0.2
boutiquiers,1.29
boutonneuse,0.14
boutonniere,3.18
boycotterai,0.0
brabanconne,0.07
braconnages,0.07
braconniere,0.07
braconniers,0.61
bradycardie,0.0
brahmanique,0.07
brahmanisme,0.07
braillaient,0.95
braillardes,0.07
braillement,0.14
braillerent,0.27
braisillant,0.07
brancardier,0.54
branchaient,0.2
branchement,0.2
brancherait,0.0
branchettes,1.76
brandillons,0.27
brandissais,0.34
brandissait,3.18
brandissant,5.54
brandissent,0.68
brandissiez,0.0
brandissons,0.07
brandouille,0.07
branlochais,0.07
branlochant,0.07
branlochent,0.07
branquignol,0.0
braquemarts,0.0
brassicourt,0.07
braveraient,0.0
brechtienne,0.07
bredouillai,0.41
bredouiller,1.96
bredouilles,0.6799999999999999
bredouillez,0.0
bredouillis,0.14
bresilienne,2.23
bretonnants,0.07
bricolaient,0.07
brigadistes,0.07
brigandages,0.27
brigandasse,0.07
brigandeaux,0.07
brillamment,2.3
brillantage,0.07
brillantine,2.03
brimborions,0.2
bringuebale,0.34
brinquebale,0.21000000000000002
briqueterie,0.34
briseraient,0.2
britannique,48.85
brocanteurs,2.5
brocanteuse,3.18
brocardions,0.07
bronchaient,0.27
broncherais,0.0
broncherait,0.14
broncherent,0.14
broncherons,0.07
broncheront,0.0
bronchioles,0.14
bronchiques,0.07
brontosaure,0.07
brouillages,0.2
brouillards,2.36
brouillasse,0.27
brouilleurs,0.0
