word,frequency
ameliorerait,0.07
ameliorerent,0.0
amelioreront,0.14
amenageaient,0.07
amenagements,0.95
amenuisaient,0.14
amenuisement,0.14
amenuiserait,0.14
amenuiserent,0.14
americaniser,0.0
americanises,0.07
americanisme,0.07
amerindienne,0.0
ameublements,0.07
amidonnaient,0.07
amincissante,0.0
amincissants,0.0
ammoniacales,0.07
ammoniaquees,0.07
amniocentese,0.0
amnistierons,0.07
amoncelaient,1.69
amoncelerent,0.07
amortisseurs,0.47
amphetamines,0.41
amphitheatre,2.09
amplifiaient,0.47
amplifierais,0.07
amplifierent,0.2
anabaptistes,0.41000000000000003
anabolisants,0.0
anachronique,1.69
anachronisme,0.54
analeptiques,0.0
analgesiques,0.07
analphabetes,1.02
anathematise,0.07
ancestralite,0.07
anciennement,1.01
andouillette,0.54
androgynique,0.07
aneantissait,0.47
aneantissant,0.14
aneantissent,0.14
aneantissons,0.0
anecdotiques,0.2
anesthesiait,0.07
anesthesiant,0.21000000000000002
anesthesiees,0.07
anesthesient,0.07
anesthesions,0.0
anesthesique,0.54
anesthesiste,0.61
angiocholite,0.0
angiographie,0.0
angioplastie,0.0
angoissaient,0.14
angoissantes,0.27
angoisserait,0.0
annihilateur,0.0
annihilation,0.07
anniversaire,15.6
annonciateur,1.02
annonciation,0.54
annuellement,0.14
annuleraient,0.07
anoblissante,0.07
anormalement,1.15
antagonismes,0.41
antagonistes,1.09
antarctiques,0.07
antediluvien,0.41
anthropiques,0.0
anthropoides,0.21000000000000002
antiaerienne,0.54
antiatomique,0.0
antibiotique,0.14
anticalcaire,0.07
antichambres,0.74
antichretien,0.07
anticipateur,0.14
anticipation,2.16
anticiperait,0.07
anticlerical,0.41
anticyclique,0.0
antiderapant,0.07
antiemetique,0.0
antifascisme,0.07
antifasciste,0.41000000000000003
antifongique,0.0
antimarxiste,0.07
antimissiles,0.0
antinomiques,0.07
antioxydants,0.0
antiparasite,0.07
antipathique,1.55
antipatriote,0.0
antipodistes,0.07
antiprotease,0.0
antiquailles,0.27
antiracistes,0.27
antiseptique,0.0
antisexistes,0.07
antisociales,0.07
antisolaires,0.07
antistatique,0.0
antitussives,0.07
antivenimeux,0.0
antiviolence,0.0
anxieusement,2.36
anxiolytique,0.0
apaiseraient,0.14
aperceptions,0.14
apercevaient,2.3
aphanipteres,0.07
apologetique,0.54
apoplectique,1.29
apostoliques,0.07
apostrophait,0.61
apostrophant,0.34
apostrophent,0.14
apothicaires,0.14
apparaissais,0.34
apparaissait,27.09
apparaissant,2.5700000000000003
apparaissent,7.97
apparaissiez,0.14
apparaissons,0.07
apparaitrais,0.07
apparaitrait,1.35
apparaitrons,0.2
apparaitront,0.61
apparatchiks,0.07
appareillage,1.62
appareillait,0.41
appareillant,0.14
appareillent,0.07
appareillons,0.14
appartements,13.24
appartenance,3.24
appartenions,0.68
appartiendra,1.01
appauvrissez,0.07
appellations,0.88
appellerions,0.14
appetissante,1.01
appetissants,0.47
applaudirais,0.07
applaudirait,0.07
applaudirent,0.61
applaudirons,0.0
applaudissez,0.07
applications,0.54
appliquaient,1.22
appliquerais,0.07
appliquerait,0.27
appliquerent,0.54
appliquerons,0.07
appoggiature,0.0
appointaient,0.07
appreciables,0.27
appreciaient,1.22
appreciateur,0.41
appreciation,2.97
apprecierais,0.14
apprecierait,0.41
apprecierent,0.14
apprecieriez,0.0
apprecierons,0.0
apprecieront,0.27
apprehendais,1.08
apprehendait,0.74
apprehendant,0.68
apprehendees,0.0
apprehendent,0.07
apprehendera,0.0
apprehendons,0.0
apprehension,8.92
apprendrions,0.27
apprivoisais,0.14
apprivoisait,0.41
apprivoisant,0.14
apprivoisees,0.27
apprivoisent,0.27
apprivoiseur,0.07
apprivoisons,0.0
approbateurs,0.27
approbations,0.61
approbatrice,0.2
approchaient,6.62
approcherais,0.14
approcherait,0.34
approcherent,3.38
approcherons,0.0
approcheront,0.07
approfondies,0.4
approuvaient,0.81
approuverais,0.0
approuverait,0.2
approuverent,0.88
approuverons,0.0
approuveront,0.07
approximatif,1.49
appuieraient,0.07
aquarelliste,0.07
arachneennes,0.2
arbaletriers,0.74
arborescence,0.07
arborescents,0.07
archeologues,1.96
archeopteryx,0.2
archicombles,0.07
archidiocese,0.0
architecture,10.47
argentiferes,0.14
argougnasses,0.07
argumentaire,0.0
argumentatif,0.0
argumenterai,0.0
aristocrates,1.4900000000000002
aristocratie,3.92
aristoloches,0.07
arithmetique,2.64
arithmometre,0.07
arquebusiers,0.0
arrachements,0.47
arraisonnees,0.07
arrangeaient,1.62
arrangeantes,0.14
arrangements,3.58
arrangerions,0.07
arrestations,1.82
arreteraient,0.34
arriveraient,1.22
arrondissait,2.43
arrondissant,0.74
arrondissent,1.08
arrondissons,0.0
arthritiques,0.07
arthropathie,0.0
arthroscopie,0.0
articulaient,0.07
articulaires,0.07
articulation,2.16
artificielle,4.39
artificieuse,0.07
ascensionnel,0.14
ascensionner,0.0
aseptisation,0.14
asociabilite,0.07
aspergeaient,0.34
aspergillose,0.0
asphyxiaient,0.07
aspireraient,0.07
assaillaient,1.08
assaillirent,0.41
assaisonnait,0.27
assaisonnees,0.07
assassinerai,0.0
assassinerez,0.0
assemblaient,0.74
assentiments,0.07
asservissait,0.2
asservissant,0.07
asservissent,0.0
assiegeaient,0.61
assiegeantes,0.07
assignations,0.27
assimilables,0.14
assimilaient,0.07
assimilation,1.42
assimilerait,0.07
assimilerent,0.2
associassent,0.07
associations,1.96
assombrirent,0.2
assortiments,0.07
assortissais,0.07
assortissait,0.07
assortissant,0.07
assortissent,0.07
assoupissais,0.14
assoupissait,0.74
assoupissant,0.14
assoupissent,0.27
assourdirent,0.07
assouvissait,0.34
assouvissant,0.07
assouvissent,0.07
assujettisse,0.0
assumeraient,0.07
assureraient,0.54
asthmatiques,0.21000000000000002
asticotaient,0.07
astigmatisme,0.07
astreignante,0.0
astreignions,0.07
astringentes,0.27
astrologique,0.14
astronomique,0.95
asymetriques,0.61
atermoiement,0.14
attachements,1.35
attacherions,0.07
attaquerions,0.0
atteignaient,4.39
atteignirent,2.7
attendissent,0.07
attendraient,1.01
attendrirait,0.07
attendrirent,0.27
attentatoire,0.07
attentionnee,0.34
attentionnes,0.21000000000000002
attenuations,0.07
atterrissage,2.16
atterrissais,0.14
atterrissait,0.14
atterrissant,0.14
atterrissent,0.41
atterrissons,0.0
attestations,0.07
attiedissait,0.07
attireraient,0.14
attouchement,0.81
attribuaient,0.27
attribuerais,0.2
attribuerait,0.14
attribuerent,0.14
attribueront,0.0
attributions,6.49
attriquerait,0.07
attristaient,0.27
attristantes,0.07
attristerait,0.0
attristerent,0.2
attroupaient,0.34
attroupement,3.45
attrouperent,0.14
auditionnais,0.0
auditionnent,0.0
auditionnera,0.0
augmentaient,0.95
augmentation,3.24
augmenterais,0.0
augmenterait,0.0
augmenterent,0.14
augmenteront,0.0
auriculaires,0.07
auscultation,0.68
australienne,0.41
authenticite,2.43
authentifiee,0.07
authentifier,0.14
authentifies,0.0
authentifiez,0.0
authentiques,2.84
autobronzant,0.0
autocensurer,0.07
autochenille,0.07
autocollante,0.0
autocollants,0.0
autocratique,0.14
autocreation,0.07
autocritique,1.15
autoderision,0.0
autodetruira,0.0
autodetruire,0.0
autodetruite,0.0
autodidactes,0.21000000000000002
autoerotique,0.0
autographier,0.07
automatiques,1.8900000000000001
automatisees,0.0
automatismes,0.14
autonomistes,0.21000000000000002
autoportrait,0.14
autoproclame,0.0
autopropulse,0.0
autopunition,0.0
autorisaient,0.74
autorisation,8.92
autoriserais,0.0
autoriserait,0.41
autoriserent,0.14
autoriserons,0.0
autoriseront,0.0
autoritaires,0.34
autoroutiere,0.07
autoroutiers,0.07
autrichienne,2.7
avantageuses,0.54
aventuraient,0.54
aventurerais,0.0
aventurerait,0.07
aventurerent,0.07
aventureuses,0.47
aventurieres,0.41
avertisseurs,0.9500000000000001
aveuglements,0.07
aveulissante,0.07
avignonnaise,0.07
avilissantes,0.07
avilissement,0.34
avocasseries,0.07
avoisinaient,0.07
avoisinantes,1.15
avoisinerait,0.07
ayuntamiento,0.07
babylonienne,0.07
baccalaureat,1.89
bactericides,0.0
bacteriennes,0.0
badigeonnage,0.07
badigeonnait,0.14
badigeonnant,0.14
badigeonnees,0.27
badigeonneur,0.07
bafouillages,0.2
bafouillante,0.07
baguenaudais,0.07
baguenaudait,0.27
baguenaudant,0.27
baguenaudent,0.07
baigneraient,0.07
baisseraient,0.0
balaieraient,0.07
balancements,0.47
balanstiquer,0.14
balayeraient,0.07
balbutiaient,0.14
balbutiantes,0.14
balbutiement,0.61
balbutierent,0.14
baliseraient,0.0
ballonnaient,0.07
ballonnement,0.07
ballottaient,0.41
ballottement,0.14
ballotterent,0.07
baluchonnage,0.07
baluchonnent,0.07
baluchonneur,0.07
balzaciennes,0.07
banalisation,0.07
banderillero,0.0
banlieusarde,0.75
banlieusards,0.48000000000000004
bannissaient,0.14
bannissement,0.34
banqueroutes,0.07
baragouinage,0.0
baragouinait,0.54
baragouinant,0.2
baragouinent,0.14
baragouineur,0.0
baraquements,1.62
barbaresques,1.08
barbiturique,0.14
barbouillage,0.41
barbouillais,0.14
barbouillait,0.74
barbouillant,0.41
barbouillees,0.54
barbouillent,0.2
barbouilleur,0.81
barometrique,0.14
barrissement,0.54
basketteuses,0.07
bataillerent,0.07
batailleuses,0.07
batifolaient,0.14
baudelairien,0.07
beauceronnes,0.07
becquetaient,0.2
beethovenien,0.07
behavioriste,0.0
belinogramme,0.07
bellevillois,0.07
belligerance,0.34
belligerante,0.6100000000000001
belligerants,1.1500000000000001
belliqueuses,0.2
benedictines,0.2
benedictions,0.74
beneficiaire,1.01
beneficierai,0.0
beneficierez,0.07
benevolement,0.54
benzonaphtol,0.0
bergamasques,0.07
bestialement,0.0
biberonneurs,0.07
bibliographe,0.07
bibliophiles,0.41
bibliophilie,0.14
bibliotheque,36.82
bibliquement,0.07
bicarbonates,0.07
bicentenaire,0.14
biculturelle,0.0
bidouillerai,0.0
bienfaisance,1.96
bienfaisante,2.3
bienfaisants,0.14
bienfaiteurs,0.81
bienfaitrice,1.01
bienheureuse,2.57
bienveillant,2.97
bifurcations,0.14
bifurqueront,0.07
billetteries,0.0
bimbeloterie,0.47
bimensuelles,0.0
bimetallisme,0.14
biochimiques,0.0
biochimistes,0.0
biodiversite,0.0
biogenetique,0.0
biographique,0.34
biomecanique,0.0
biomecanisme,0.0
biometriques,0.0
biotechnique,0.0
biquotidiens,0.14
bisannuelles,0.07
bistouquette,0.07
bistrotieres,0.07
blanchiments,0.07
blanchissage,0.27
blanchissait,1.28
blanchissant,0.34
blanchissent,0.34
blanchisseur,0.27
blennorragie,0.07
blesseraient,0.07
bleuissaient,0.27
bleuissantes,0.14
blottissions,0.07
bodybuilding,0.0
boitillement,0.07
bolcheviques,0.74
bolchevistes,0.07
bombardaient,0.47
bombardement,11.22
bombarderais,0.0
bombarderait,0.07
bombarderent,0.07
bombarderons,0.0
bombarderont,0.0
bombillement,0.07
bonapartiste,0.07
bonbonnieres,0.27
bondieuserie,0.27
bondissaient,0.88
bondissantes,0.68
bondissement,0.54
bonification,0.07
bonimenteurs,0.34
borgnotaient,0.07
bossellement,0.07
boucheraient,0.07
bouchonneras,0.07
boucleraient,0.07
boufferaient,0.07
bouffissures,0.14
bouffonnante,0.14
bouffonnerie,0.81
bougonnaient,0.07
bougonnement,0.0
bouillonnais,0.07
bouillonnait,1.15
bouillonnant,2.09
bouillonnees,0.07
bouillonnent,0.41
bouillonneux,0.07
bouillottait,0.07
boulangeries,0.47
boulevardier,0.2
bouleversait,2.36
bouleversant,2.56
bouleversees,0.74
bouleversent,0.74
bouleversera,0.0
bouleversons,0.0
bouquinerait,0.07
bouquinistes,1.15
bourbonienne,0.14
bourdonnante,1.35
bourdonnants,0.34
bourgeoisies,0.14
bourgeonnait,0.14
bourgeonnant,0.34
bourgeonnent,0.0
bourgmestres,0.14
bourguignons,2.09
bourlinguant,0.14
bourlinguera,0.07
bourlingueur,0.27
bourlinguons,0.07
bourrellerie,0.27
boursicotage,0.07
boursicoteur,0.14
boursouflait,0.34
boursouflees,0.55
boursouflure,0.81
bousculaient,3.65
bousculerait,0.0
bousculerent,0.88
bousculerons,0.07
bousculeront,0.14
bousillaient,0.07
bousillerait,0.0
bousilleront,0.0
boustifaille,0.74
boutiquieres,0.14
boutonnaient,0.07
boutonnerait,0.07
boutonneuses,0.07
boutonnieres,0.47
boycotteront,0.07
brachiosaure,0.0
braconnieres,0.07
brahmanistes,0.14
braillements,0.41
braisillante,0.07
brancardiers,3.38
branchements,0.07
brandebourgs,1.15
brandevinier,0.41
brandissions,0.07
branquignols,0.07
brasillaient,0.34
brasillement,0.2
bredouillage,0.14
bredouillais,0.41
bredouillait,1.01
bredouillant,1.56
bredouillees,0.14
bredouillent,0.07
breitschwanz,0.2
bresiliennes,0.6799999999999999
brigandaient,0.07
brillantinee,0.07
brillantiner,0.07
brillantines,0.2
brilleraient,0.34
brimbalement,0.07
brindezingue,0.07
bringuebaler,0.14
brinquebaler,0.07
brinqueballe,0.07
briqueteries,0.07
britanniques,33.58
brocardaient,0.07
bronchitique,0.07
bronchoscope,0.0
brontosaures,0.0
brouillaient,1.49
brouillamini,0.27
brouillerait,0.07
brouillerent,0.41
brouillerons,0.07
brouillonnes,0.14
broussailles,4.53
brouteraient,0.07
bruissements,1.28
brunissaient,0.07
brutaliserai,0.0
budgetivores,0.07
buffleteries,0.61
buissonnants,0.07
buissonneuse,0.07
buissonniere,1.22
bureaucrates,1.01
bureaucratie,0.74
byzantinisme,0.34
cabalistique,0.14
cabriolaient,0.14
cachectiques,0.07
cachetonnais,0.07
cachetonnait,0.07
cachotteries,0.34
cachottieres,0.07
cacophonique,0.27
cadaveriques,0.27
cafouillages,0.14
cafouilleuse,0.14
caillouteuse,1.42
calamiteuses,0.07
calanchaient,0.07
calculateurs,0.21000000000000002
calculatrice,0.48000000000000004
caledonienne,0.07
caleidoscope,0.0
californiens,0.14
califourchon,4.19
calligrammes,0.07
calligraphie,1.97
calomniateur,0.07
calomnieuses,0.0
camaraderies,0.34
camarguaises,0.07
cambodgienne,0.21000000000000002
cambriolages,0.74
cambrioleurs,1.28
cambrioleuse,0.0
camerounaise,0.0
camionnettes,2.43
camouflaient,0.07
camouflerait,0.07
campagnardes,1.08
canaillement,0.07
canalisaient,0.14
canalisateur,0.0
canalisation,0.47
cancerigenes,0.2
cancerologie,0.0
cancerologue,0.0
cancoillotte,0.2
candidatures,0.34
caniculaires,0.2
cannibalisme,0.47
canonisation,0.34
cantabriques,0.14
cantonnaient,0.2
cantonnement,3.24
cantonnerent,0.07
cantonnieres,0.07
canularesque,0.07
caoutchoutee,0.41000000000000003
caoutchoutes,0.14
caparaconnee,0.07
caparaconnes,0.41
capitainerie,0.14
capitalement,0.07
capitalisons,0.07
capitalistes,1.55
capitulaient,0.14
capitulation,7.7
capitulerait,0.07
capitulerent,0.0
capitulerons,0.0
capituleront,0.0
capricieuses,1.55
caquetements,0.2
caracteriels,0.27
caracterisee,0.41000000000000003
caracteriser,0.34
caracterises,0.14
carambolages,0.14
carambouille,0.34
caramelisait,0.07
caramelisees,0.0
caravanieres,0.07
carburateurs,0.07
cardinalices,0.07
cardiogramme,0.0
cardiographe,0.0
cardiologues,0.0
caricaturale,0.61
caricaturaux,0.07
caricaturees,0.07
carillonnait,0.14
carillonnant,0.14
carillonnees,0.27
carillonnent,0.07
carillonneur,0.07
carnassieres,0.28
carolingiens,0.07
carotidienne,0.0
carrieristes,0.0
carrossables,0.07
carrosseries,0.95
cartesiennes,0.07
carthaginois,0.27
cartographes,0.34
cartographie,0.34
cartomancien,0.14
cartonneuses,0.14
cartoucherie,0.07
cartouchiere,0.47
casernements,0.27
casquettiers,0.07
castagnettes,2.5
castratrices,0.07
casuistiques,0.07
catadioptres,0.07
cataleptique,0.54
cataloguerai,0.0
catalytiques,0.0
catastrophas,0.07
catastrophee,0.2
catastropher,0.0
catastrophes,7.23
catatoniques,0.0
catechumenes,0.2
categoriques,0.68
catherinette,0.07
catheterisme,0.0
catholicisme,2.43
cauchemarder,0.27
cauchemardes,0.07
cautionnaire,0.0
cavernicoles,0.07
ceinturaient,0.14
ceinturerent,0.14
celebrations,0.68
celebrissime,0.07
celibataires,3.25
centigrammes,0.0
centralisait,0.07
centralisiez,0.0
centralisons,0.0
centrifugeur,0.0
cephalopodes,0.0
cerebelleuse,0.07
ceremonielle,0.0
ceremonieuse,0.95
certainement,59.93
certifiaient,0.07
certifierait,0.07
certifieront,0.0
cessionnaire,0.0
chaboisseaux,0.07
chagrinaient,0.07
chagrinerait,0.0
chaleureuses,1.01
chalonnaises,0.07
chamaillerie,0.07
chamailleurs,0.14
chamailleuse,0.07
chamaillions,0.07
chambouleras,0.07
champagnises,0.07
champenoises,0.14
champignonne,0.07
championnats,0.41
chancelaient,0.07
chancelantes,0.27
chancelerent,0.2
chancelieres,0.14
chancellerie,1.69
changeraient,0.61
chanoinesses,0.27
chansonnette,1.69
chansonniers,1.01
chanstiquait,0.07
chanstiquent,0.07
chanteraient,0.2
chanterelles,0.14
chantonnante,0.2
chantournees,0.27
chaperonnais,0.07
chaperonnait,0.2
chaplinesque,0.14
charanconnee,0.07
charanconnes,0.14
charbonnages,0.68
charbonnette,0.14
charbonneuse,1.01
charbonniere,0.68
charbonniers,1.01
charcutaient,0.14
charcutaille,0.27
charcuteries,0.88
charcutieres,0.27
chardonneret,0.07
charentaises,2.23
chargeraient,0.68
charpenterie,0.0
charpentiere,0.0
charpentiers,1.28
chasseraient,0.07
chasseresses,0.07
chataigniers,1.62
chatoiements,0.34
chatouillait,1.55
chatouillant,0.34
chatouillees,0.07
chatouillent,0.27
chatouillera,0.0
chatouilleux,0.74
chatouillons,0.0
chaudronnier,0.34
chauffagiste,0.0
chaufferette,0.68
chavirements,0.14
cheeseburger,0.0
cheminements,1.22
chenillettes,0.27
chercherions,0.14
cherissaient,0.27
cherubinique,0.07
chevaucherai,0.0
chevrotement,0.34
chialeraient,0.07
chichiteuses,0.27
chiffonnades,0.07
chiffonniere,0.54
chiffonniers,1.35
chimiquement,0.34
chinoiseries,0.47
chippendales,0.0
chiquenaudes,0.07
chiromancien,0.07
chirurgicale,1.01
chirurgicaux,0.2
chirurgienne,0.0
chlorhydrate,0.0
chloroformer,0.07
chloroformes,0.0
chloroformez,0.0
chlorophylle,0.68
chloroplaste,0.0
chlorotiques,0.14
chocolaterie,0.2
chocolatiere,0.14
choisiraient,0.2
choisissions,0.27
cholecystite,0.0
choqueraient,0.07
choregraphes,0.07
choregraphie,0.54
chouchoutage,0.14
chouchoutait,0.07
chouettement,0.07
chouraveuses,0.14
chromatiques,0.14
chromatismes,0.07
chromosphere,0.0
chroniqueurs,1.35
chroniqueuse,0.07
chronographe,0.0
chronometree,0.07
chronometrer,0.14
chronometres,0.21000000000000002
chronometrez,0.0
chrysantheme,0.2
chthoniennes,0.07
chuchotaient,2.16
chuchotantes,0.34
chuchotement,4.39
chuchoterais,0.0
chuchoterait,0.14
chuchoterent,0.2
chuchoteries,0.07
chuintements,0.88
cicatriciels,0.14
cicatrisable,0.07
cicatrisante,0.0
cicatrisants,0.07
ciceronienne,0.14
cinematheque,0.47
cinemometres,0.07
cinghalaises,0.07
cinquantaine,9.86
cinquantieme,1.15
circassienne,0.21000000000000002
circoncisent,0.0
circoncision,2.3
circonflexes,0.61
circonscrire,0.27
circonscrite,0.27
circonscrits,0.07
circonspecte,0.34
circonspects,0.54
circonstance,16.01
circonvenant,0.0
circulations,0.14
circulatoire,0.0
cisaillaient,0.34
cisaillement,0.14
cisaillerent,0.07
cistercienne,0.2
citronnelles,0.07
civilisateur,0.14
civilisation,16.62
clabaudaient,0.14
clabauderies,0.07
claironnante,0.74
claironnants,0.2
claironnions,0.07
clairvoyance,1.82
clairvoyante,0.47
clairvoyants,0.2
clandestines,2.84
clapotements,0.41
claquemurait,0.14
claquemurant,0.0
claquemurees,0.27
claqueraient,0.2
claqueterent,0.07
classeraient,0.07
claudelienne,0.07
claudication,0.68
claudiquerez,0.0
claustration,1.01
claveciniste,0.2
clericalisme,0.2
clermontoise,0.07
clignotaient,1.62
clignotantes,0.61
clignotement,0.81
clignoterait,0.07
clignoterent,0.14
climatiseurs,0.07
climatologue,0.0
cliniquement,0.14
cliquetaient,0.68
cliquetantes,0.2
cliquetement,0.2
clochardiser,0.2
clopinements,0.07
cochonnaille,0.14
cochonneries,3.04
codification,0.07
coefficients,0.14
coentreprise,0.0
coequipieres,0.0
coexistaient,0.14
coexisteront,0.07
cofondateurs,0.07
cofondatrice,0.0
cohabitaient,0.41
cohabitation,1.15
coincidaient,0.27
coincidences,1.55
coinciderait,0.2
coinciderent,0.2
colibacilles,0.07
collaborerai,0.0
collaborerez,0.07
collaborions,0.07
collapserait,0.0
collaterales,0.07
collationner,0.0
collationnes,0.07
collectionna,0.07
collectionne,1.15
collectivise,0.0
collectivite,2.57
collegialite,0.14
collegiennes,0.41
colocataires,0.07
colombophile,0.68
colonialisme,0.68
colonialiste,0.2
colonisateur,0.14
colonisation,0.61
coloniserait,0.0
coloniserent,0.07
colonoscopie,0.0
colorisation,0.0
colportaient,0.14
combattaient,1.62
combattantes,0.88
combattirent,0.14
combientieme,0.14
combinaisons,6.62
combinatoire,0.34
combleraient,0.27
combourgeois,0.07
combustibles,0.47
commandaient,1.89
commandement,43.51
commanderait,0.2
commanderent,1.01
commanderies,0.07
commanderons,0.07
commanderont,0.07
commanditees,0.0
commemoratif,0.47
commemorions,0.0
commencaient,20.2
commencantes,0.07
commencement,15.68
commencerais,0.61
commencerait,1.82
commencerent,9.39
commenceriez,0.0
commencerons,0.14
commenceront,0.61
commentaient,0.81
commentaires,12.3
commentateur,0.68
commenterait,0.0
commercantes,0.2
commerciales,1.55
commettaient,0.47
comminatoire,0.47
commissaires,4.59
commissariat,11.35
commissionne,0.07
commissurale,0.07
commotionnee,0.14
commotionnes,0.14
communiaient,0.54
communiantes,0.27
communicable,0.07
communicante,0.0
communicants,0.34
communicatif,1.15
communierent,0.07
communierons,0.07
communieront,0.07
communiquais,0.14
communiquait,2.36
communiquant,1.28
communiquees,0.07
communiquent,1.15
communiquera,0.0
communiquiez,0.0
communiquons,0.2
communisants,0.14
commutateurs,0.2
compagnonnes,0.07
comparaisons,2.36
comparaisses,0.0
comparaitrez,0.0
comparatives,0.07
compartiment,10.54
compatissais,0.2
compatissait,0.14
compatissant,1.62
compatissent,0.14
compatissons,0.07
compatriotes,6.82
compensaient,0.54
compensateur,0.0
compensation,4.39
compenserais,0.0
compenserait,0.41
compenserent,0.07
competiteurs,0.2
competitions,0.95
competitrice,0.0
compilations,0.14
complaisance,10.0
